****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 362221 ******* 

Variable    Labels
ER34903    RELATION TO REFERENCE PERSON          21
ER34916    EMPLOYMENT STATUS                     21
ER82001    RELEASE NUMBER                          
ER82002    2023 FAMILY INTERVIEW (ID) NUMBER       
ER82003    PSID STATE OF RESIDENCE CODE            
ER82018    AGE OF REFERENCE PERSON                 
ER82019    SEX OF REFERENCE PERSON                 
ER82022    # CHILDREN IN FU                        
ER82023    AGE YOUNGEST CHILD                      
ER82028    A4 TYPE DU                              
ER82032    A19 OWN/RENT OR WHAT                    
ER82103    A36 IN PUBLIC OWND PROJ?                
ER82857    F15 # FU MEMBERS RECEIVED FOOD STAMPS   
ER83247    G25E WHETHER ADC/TANF INCOME-RP         
ER83248    AMOUNT ADC/TANF INCOME-RP               
ER83263    G25F WHETHER SSI INCOME-RP              
ER83265    AMOUNT SSI INCOME-RP                    
ER83280    G25G WTR OTHER WELFARE INCOME-RP        
ER83281    AMOUNT OTHER WELFARE INCOME-RP          
ER83301    AMOUNT VA PENSION INCOME-RP             
ER83316    G40A WTR NONVA RETIREMT-RP              
ER83317    AMOUNT NONVA RETIREMENT-RP              
ER83332    G40B WTR ANNUITIES INCOME-RP            
ER83333    AMOUNT ANNUITIES INCOME-RP              
ER83348    G40C WTR OTR PENSION INCOME-RP          
ER83349    AMOUNT OTR PENSION INCOME-RP            
ER83381    G44A WTR UNEMPLOY COMP-RP               
ER83382    AMOUNT UNEMPLOY COMP-RP                 
ER83397    G44B WTR WORKERS COMP-RP                
ER83398    AMOUNT WORKERS COMP-RP                  
ER83413    G44C WTR CHILD SUPPORT INCOME-RP        
ER83414    AMOUNT CHILD SUPPORT INCOME-RP          
ER84520    H1 HEALTH STATUS-RP                     
ER84721    H1 HEALTH STATUS-SPOUSE                 
ER85118    L37 PARENTS POOR OR?--RP                
ER85121    L40 RACE OF REFERENCE PERSON-MENTION 1  
ER85629    TOTAL FAMILY INCOME-2022                
ER85770    CENSUS NEEDS STANDARD-2022              
ER85780    COMPLETED ED-RP                         
ER85784    COUPLE STATUS OF REF PERSON             
ER35101    2023 INTERVIEW NUMBER                   
ER35102    SEQUENCE NUMBER                       23
ER35103    RELATION TO REFERENCE PERSON          23
ER35116    EMPLOYMENT STATUS                     23

*** End of labels ******************************* 
